algorithm,total_scheduling_time,total_storage_used,total_upload_time,total_parralelized_upload_time,number_of_data_stored,total_N,mean_storage_used,mean_upload_time,mean_N,initial_node_sizes,final_node_sizes,total_chunking_time,mean_chunking_time,mean_parralelized_upload_time,total_read_time,mean_read_time,total_read_time_parrallelized,mean_read_time_parrallelized,total_reconstruct_time,mean_reconstruct_time,size_stored
alg4_1, 134.091778, 13688985.946891, 82586.440292, 13580.343201, 103925, 935325, 131.719855, 0.794673, 9.000000, "[14000000.000000, 18000000.000000, 12000000.000000, 10000000.000000, 8000000.000000, 12000000.000000, 12000000.000000, 8000000.000000, 14000000.000000, 4000000.000000]", "[12479001.561457, 16479001.561457, 10479001.561457, 8479001.561457, 7239485.824463, 10479001.561457, 10479001.561457, 7239515.736994, 12479001.561457, 2479001.561457]", 234672.363296, 2.258093, 0.130674, 80200.852130, 0.771719, 13112.055505, 0.126168, 4969599.066734, 47.819091, 12167987.508348
alg1_c, 0.139392, 15209984.385435, 91495.305599, 13580.343201, 103925, 1039250, 146.355395, 0.880397, 10.000000, "[14000000.000000, 18000000.000000, 12000000.000000, 10000000.000000, 8000000.000000, 12000000.000000, 12000000.000000, 8000000.000000, 14000000.000000, 4000000.000000]", "[12479001.561457, 16479001.561457, 10479001.561457, 8479001.561457, 6479001.561457, 10479001.561457, 10479001.561457, 6479001.561457, 12479001.561457, 2479001.561457]", 281857.842893, 2.712127, 0.130674, 89155.636241, 0.857884, 13112.055505, 0.126168, 5000348.059855, 48.114968, 12167987.508348
alg_bogdan, 0.158321, 18251981.262521, 101432.709498, 43232.571979, 103925, 311775, 175.626474, 0.976018, 3.000000, "[14000000.000000, 18000000.000000, 12000000.000000, 10000000.000000, 8000000.000000, 12000000.000000, 12000000.000000, 8000000.000000, 14000000.000000, 4000000.000000]", "[10366348.996590, 11916006.245826, 10366430.249332, 10000000.000000, 8000000.000000, 10366340.849247, 10366461.349223, 8000000.000000, 10366431.047261, 4000000.000000]", 283815.999537, 2.730969, 0.415998, 102045.470318, 0.981915, 45266.784760, 0.435572, 6663119.951183, 64.114698, 12167987.508348
hdfs_3_replication_c, 0.056258, 36503962.525043, 174513.894110, 63089.172993, 103925, 311775, 351.252947, 1.679229, 3.000000, "[14000000.000000, 18000000.000000, 12000000.000000, 10000000.000000, 8000000.000000, 12000000.000000, 12000000.000000, 8000000.000000, 14000000.000000, 4000000.000000]", "[1832012.491652, 5832012.491652, 124.691726, 9831887.799926, 8000000.000000, 12000000.000000, 12000000.000000, 8000000.000000, 14000000.000000, 4000000.000000]", 339192.085174, 3.263816, 0.607064, 168588.895608, 1.622217, 59689.475910, 0.574351, 6976122.425045, 67.126509, 12167987.508348
hdfs_rs_3_2_c, 0.075450, 20279979.180579, 102364.463476, 22163.911673, 103925, 519625, 195.140526, 0.984984, 5.000000, "[14000000.000000, 18000000.000000, 12000000.000000, 10000000.000000, 8000000.000000, 12000000.000000, 12000000.000000, 8000000.000000, 14000000.000000, 4000000.000000]", "[9944004.163885, 13944004.163884, 7944004.163885, 5944004.163884, 3944004.163884, 12000000.000000, 12000000.000000, 8000000.000000, 14000000.000000, 4000000.000000]", 322810.873094, 3.106191, 0.213268, 99498.150902, 0.957403, 22408.816774, 0.215625, 6411615.463562, 61.694640, 12167987.508348
hdfs_rs_6_3_c, 0.131208, 18251981.262521, 103886.616530, 16223.983344, 103925, 935325, 175.626474, 0.999631, 9.000000, "[14000000.000000, 18000000.000000, 12000000.000000, 10000000.000000, 8000000.000000, 12000000.000000, 12000000.000000, 8000000.000000, 14000000.000000, 4000000.000000]", "[11972002.081941, 15972002.081943, 9972002.081941, 7972002.081942, 5972002.081942, 9972002.081941, 9972002.081941, 5972002.081942, 11972002.081941, 4000000.000000]", 345424.534570, 3.323787, 0.156112, 103626.077007, 0.997124, 17482.740673, 0.168225, 5595604.014459, 53.842714, 12167987.508348
hdfs_rs_4_2_c, 0.090237, 18251981.262521, 94156.186905, 17382.839298, 103925, 623550, 175.626474, 0.906001, 6.000000, "[14000000.000000, 18000000.000000, 12000000.000000, 10000000.000000, 8000000.000000, 12000000.000000, 12000000.000000, 8000000.000000, 14000000.000000, 4000000.000000]", "[10958003.122913, 14958003.122913, 8958003.122913, 6958003.122913, 4958003.122913, 8958003.122913, 12000000.000000, 8000000.000000, 14000000.000000, 4000000.000000]", 314620.267054, 3.027378, 0.167263, 92413.068598, 0.889228, 17789.455422, 0.171176, 6129361.982821, 58.978706, 12167987.508348
hdfs_rs_0_0_c, 0.128437, 18251981.262521, 103886.616530, 16223.983344, 103925, 935325, 175.626474, 0.999631, 9.000000, "[14000000.000000, 18000000.000000, 12000000.000000, 10000000.000000, 8000000.000000, 12000000.000000, 12000000.000000, 8000000.000000, 14000000.000000, 4000000.000000]", "[11972002.081941, 15972002.081943, 9972002.081941, 7972002.081942, 5972002.081942, 9972002.081941, 9972002.081941, 5972002.081942, 11972002.081941, 4000000.000000]", 345424.534570, 3.323787, 0.156112, 103626.077007, 0.997124, 17482.740673, 0.168225, 5595604.014459, 53.842714, 12167987.508348
glusterfs_6_4_c, 0.081202, 18251981.262521, 94156.186905, 17382.839298, 103925, 623550, 175.626474, 0.906001, 6.000000, "[14000000.000000, 18000000.000000, 12000000.000000, 10000000.000000, 8000000.000000, 12000000.000000, 12000000.000000, 8000000.000000, 14000000.000000, 4000000.000000]", "[10958003.122913, 14958003.122913, 8958003.122913, 6958003.122913, 4958003.122913, 8958003.122913, 12000000.000000, 8000000.000000, 14000000.000000, 4000000.000000]", 314620.267054, 3.027378, 0.167263, 92413.068598, 0.889228, 17789.455422, 0.171176, 6129361.982821, 58.978706, 12167987.508348
glusterfs_0_0_c, 0.080963, 18251981.262521, 94156.186905, 17382.839298, 103925, 623550, 175.626474, 0.906001, 6.000000, "[14000000.000000, 18000000.000000, 12000000.000000, 10000000.000000, 8000000.000000, 12000000.000000, 12000000.000000, 8000000.000000, 14000000.000000, 4000000.000000]", "[10958003.122913, 14958003.122913, 8958003.122913, 6958003.122913, 4958003.122913, 8958003.122913, 12000000.000000, 8000000.000000, 14000000.000000, 4000000.000000]", 314620.267054, 3.027378, 0.167263, 92413.068598, 0.889228, 17789.455422, 0.171176, 6129361.982821, 58.978706, 12167987.508348
daos_1_0_c, 0.140562, 13688985.946891, 79327.318091, 13580.343201, 103925, 935325, 131.719855, 0.763313, 9.000000, "[14000000.000000, 18000000.000000, 12000000.000000, 10000000.000000, 8000000.000000, 12000000.000000, 12000000.000000, 8000000.000000, 14000000.000000, 4000000.000000]", "[12479001.561457, 16479001.561457, 10479001.561457, 8479001.561457, 6479001.561457, 10479001.561457, 10479001.561457, 6479001.561457, 14000000.000000, 2479001.561457]", 234672.363296, 2.258093, 0.130674, 76043.580736, 0.731716, 11436.078485, 0.110042, 4969599.066734, 47.819091, 12167987.508348
daos_2_0_c, 0.141728, 15209984.385435, 91495.305599, 13580.343201, 103925, 1039250, 146.355395, 0.880397, 10.000000, "[14000000.000000, 18000000.000000, 12000000.000000, 10000000.000000, 8000000.000000, 12000000.000000, 12000000.000000, 8000000.000000, 14000000.000000, 4000000.000000]", "[12479001.561457, 16479001.561457, 10479001.561457, 8479001.561457, 6479001.561457, 10479001.561457, 10479001.561457, 6479001.561457, 12479001.561457, 2479001.561457]", 281857.842893, 2.712127, 0.130674, 89155.636241, 0.857884, 13112.055505, 0.126168, 5000348.059855, 48.114968, 12167987.508348
