algorithm,total_scheduling_time,total_storage_used,total_upload_time,total_parralelized_upload_time,number_of_data_stored,total_N,mean_storage_used,mean_upload_time,mean_N,initial_node_sizes,final_node_sizes,total_chunking_time,mean_chunking_time,mean_parralelized_upload_time,total_read_time,mean_read_time,total_read_time_parrallelized,mean_read_time_parrallelized,total_reconstruct_time,mean_reconstruct_time,size_stored
alg4_1, 51.339747, 14819469.695170, 85629.516838, 20512.622720, 103925, 586345, 142.597736, 0.823955, 5.642001, "[14000000.000000, 18000000.000000, 12000000.000000, 10000000.000000, 8000000.000000, 12000000.000000, 12000000.000000, 8000000.000000, 14000000.000000, 4000000.000000]", "[14000000.000000, 15348517.813179, 9348517.813178, 7680633.513434, 7680623.249735, 9348517.813178, 9348517.813178, 7987261.050009, 14000000.000000, 2437941.238942]", 262177.409542, 2.522756, 0.197379, 81551.037157, 0.784710, 18120.821595, 0.174364, 5917452.827829, 56.939647, 12167987.508348
alg1_c, 0.172819, 17382839.297640, 104566.063542, 15520.392230, 103925, 1039250, 167.263308, 1.006169, 10.000000, "[14000000.000000, 18000000.000000, 12000000.000000, 10000000.000000, 8000000.000000, 12000000.000000, 12000000.000000, 8000000.000000, 14000000.000000, 4000000.000000]", "[12261716.070235, 16261716.070238, 10261716.070235, 8261716.070235, 6261716.070236, 10261716.070235, 10261716.070235, 6261716.070236, 12261716.070235, 2261716.070236]", 337233.928530, 3.244974, 0.149342, 101892.155703, 0.980439, 14985.206291, 0.144193, 5313350.533717, 51.126779, 12167987.508348
alg_bogdan, 0.245235, 22685632.265679, 127312.930428, 44975.497800, 103925, 387498, 218.288499, 1.225046, 3.728631, "[14000000.000000, 18000000.000000, 12000000.000000, 10000000.000000, 8000000.000000, 12000000.000000, 12000000.000000, 8000000.000000, 14000000.000000, 4000000.000000]", "[9566348.996828, 11916006.245826, 9566430.248522, 9566340.849599, 8000000.000000, 9566461.348572, 9566431.048131, 8000000.000000, 9566348.996842, 4000000.000000]", 318201.449831, 3.061837, 0.432769, 127995.675130, 1.231616, 47627.344821, 0.458286, 6685509.621740, 64.330138, 12167987.508348
hdfs_3_replication_c, 0.057610, 36503962.525043, 174513.894110, 63089.172993, 103925, 311775, 351.252947, 1.679229, 3.000000, "[14000000.000000, 18000000.000000, 12000000.000000, 10000000.000000, 8000000.000000, 12000000.000000, 12000000.000000, 8000000.000000, 14000000.000000, 4000000.000000]", "[1832012.491652, 5832012.491652, 124.691726, 9831887.799926, 8000000.000000, 12000000.000000, 12000000.000000, 8000000.000000, 14000000.000000, 4000000.000000]", 339192.085174, 3.263816, 0.607064, 168588.895608, 1.622217, 59689.475910, 0.574351, 6976122.425045, 67.126509, 12167987.508348
hdfs_rs_3_2_c, 0.071054, 20279979.180579, 102364.463476, 22163.911673, 103925, 519625, 195.140526, 0.984984, 5.000000, "[14000000.000000, 18000000.000000, 12000000.000000, 10000000.000000, 8000000.000000, 12000000.000000, 12000000.000000, 8000000.000000, 14000000.000000, 4000000.000000]", "[9944004.163885, 13944004.163884, 7944004.163885, 5944004.163884, 3944004.163884, 12000000.000000, 12000000.000000, 8000000.000000, 14000000.000000, 4000000.000000]", 322810.873094, 3.106191, 0.213268, 99498.150902, 0.957403, 22408.816774, 0.215625, 6411615.463562, 61.694640, 12167987.508348
hdfs_rs_6_3_c, 0.122620, 18251981.262521, 103886.616530, 16223.983344, 103925, 935325, 175.626474, 0.999631, 9.000000, "[14000000.000000, 18000000.000000, 12000000.000000, 10000000.000000, 8000000.000000, 12000000.000000, 12000000.000000, 8000000.000000, 14000000.000000, 4000000.000000]", "[11972002.081941, 15972002.081943, 9972002.081941, 7972002.081942, 5972002.081942, 9972002.081941, 9972002.081941, 5972002.081942, 11972002.081941, 4000000.000000]", 345424.534570, 3.323787, 0.156112, 103626.077007, 0.997124, 17482.740673, 0.168225, 5595604.014459, 53.842714, 12167987.508348
hdfs_rs_4_2_c, 0.082573, 18251981.262521, 94156.186905, 17382.839298, 103925, 623550, 175.626474, 0.906001, 6.000000, "[14000000.000000, 18000000.000000, 12000000.000000, 10000000.000000, 8000000.000000, 12000000.000000, 12000000.000000, 8000000.000000, 14000000.000000, 4000000.000000]", "[10958003.122913, 14958003.122913, 8958003.122913, 6958003.122913, 4958003.122913, 8958003.122913, 12000000.000000, 8000000.000000, 14000000.000000, 4000000.000000]", 314620.267054, 3.027378, 0.167263, 92413.068598, 0.889228, 17789.455422, 0.171176, 6129361.982821, 58.978706, 12167987.508348
hdfs_rs_0_0_c, 0.123039, 18251981.262521, 103886.616530, 16223.983344, 103925, 935325, 175.626474, 0.999631, 9.000000, "[14000000.000000, 18000000.000000, 12000000.000000, 10000000.000000, 8000000.000000, 12000000.000000, 12000000.000000, 8000000.000000, 14000000.000000, 4000000.000000]", "[11972002.081941, 15972002.081943, 9972002.081941, 7972002.081942, 5972002.081942, 9972002.081941, 9972002.081941, 5972002.081942, 11972002.081941, 4000000.000000]", 345424.534570, 3.323787, 0.156112, 103626.077007, 0.997124, 17482.740673, 0.168225, 5595604.014459, 53.842714, 12167987.508348
glusterfs_6_4_c, 0.082608, 18251981.262521, 94156.186905, 17382.839298, 103925, 623550, 175.626474, 0.906001, 6.000000, "[14000000.000000, 18000000.000000, 12000000.000000, 10000000.000000, 8000000.000000, 12000000.000000, 12000000.000000, 8000000.000000, 14000000.000000, 4000000.000000]", "[10958003.122913, 14958003.122913, 8958003.122913, 6958003.122913, 4958003.122913, 8958003.122913, 12000000.000000, 8000000.000000, 14000000.000000, 4000000.000000]", 314620.267054, 3.027378, 0.167263, 92413.068598, 0.889228, 17789.455422, 0.171176, 6129361.982821, 58.978706, 12167987.508348
glusterfs_0_0_c, 0.079280, 18251981.262521, 94156.186905, 17382.839298, 103925, 623550, 175.626474, 0.906001, 6.000000, "[14000000.000000, 18000000.000000, 12000000.000000, 10000000.000000, 8000000.000000, 12000000.000000, 12000000.000000, 8000000.000000, 14000000.000000, 4000000.000000]", "[10958003.122913, 14958003.122913, 8958003.122913, 6958003.122913, 4958003.122913, 8958003.122913, 12000000.000000, 8000000.000000, 14000000.000000, 4000000.000000]", 314620.267054, 3.027378, 0.167263, 92413.068598, 0.889228, 17789.455422, 0.171176, 6129361.982821, 58.978706, 12167987.508348
