algorithm,total_scheduling_time,total_storage_used,total_upload_time,total_parralelized_upload_time,number_of_data_stored,total_N,mean_storage_used,mean_upload_time,mean_N,initial_node_sizes,final_node_sizes,total_chunking_time,mean_chunking_time,mean_parralelized_upload_time,total_read_time,mean_read_time,total_read_time_parrallelized,mean_read_time_parrallelized,total_reconstruct_time,mean_reconstruct_time,size_stored
alg4_1, 89.499824, 24335975.016695, 124546.574324, 27996.894280, 103925, 623550, 234.168631, 1.198427, 6.000000, "[14000000.000000, 16000000.000000, 14000000.000000, 12000000.000000, 12000000.000000, 12000000.000000, 16000000.000000, 8000000.000000, 4000000.000000, 12000000.000000]", "[10092744.230676, 11944004.163885, 9944004.163885, 9702570.898344, 10092693.198750, 9171988.031486, 11944004.163885, 8000000.000000, 4000000.000000, 10772016.132398]", 369996.352691, 3.560225, 0.269395, 118536.732204, 1.140599, 27599.506196, 0.265571, 596724.027345, 5.741872, 12167987.508348
alg1_c, 0.213932, 20279979.180579, 119126.970035, 18436.344710, 103925, 1039250, 195.140526, 1.146278, 10.000000, "[14000000.000000, 16000000.000000, 14000000.000000, 12000000.000000, 12000000.000000, 12000000.000000, 16000000.000000, 8000000.000000, 4000000.000000, 12000000.000000]", "[11972002.081941, 13972002.081941, 11972002.081941, 9972002.081941, 9972002.081941, 9972002.081941, 13972002.081941, 5972002.081942, 1972002.081942, 9972002.081941]", 392610.014168, 3.777821, 0.177400, 112079.342968, 1.078464, 18107.124268, 0.174233, 762262.714308, 7.334739, 12167987.508348
alg_bogdan, 0.420460, 30419968.770869, 160391.015802, 43669.477054, 103925, 519625, 292.710789, 1.543334, 5.000000, "[14000000.000000, 16000000.000000, 14000000.000000, 12000000.000000, 12000000.000000, 12000000.000000, 16000000.000000, 8000000.000000, 4000000.000000, 12000000.000000]", "[9624729.647024, 9916006.245826, 9624729.647039, 9624729.598525, 9624609.948299, 9624609.948322, 9916006.245826, 8000000.000000, 4000000.000000, 9624609.948269]", 378186.958731, 3.639037, 0.420202, 152943.590124, 1.471673, 43024.155644, 0.413992, 541672.405949, 5.212147, 12167987.508348
hdfs_3_replication_c, 0.144635, 0.000000, 0.000000, 0.000000, 0, 0, -nan, -nan, -nan, "[14000000.000000, 16000000.000000, 14000000.000000, 12000000.000000, 12000000.000000, 12000000.000000, 16000000.000000, 8000000.000000, 4000000.000000, 12000000.000000]", "[14000000.000000, 16000000.000000, 14000000.000000, 12000000.000000, 12000000.000000, 12000000.000000, 16000000.000000, 8000000.000000, 4000000.000000, 12000000.000000]", 0.000000, -nan, -nan, 0.000000, -nan, 0.000000, -nan, 0.000000, -nan, 0.000000
hdfs_rs_3_2_c, 0.144477, 0.000000, 0.000000, 0.000000, 0, 0, -nan, -nan, -nan, "[14000000.000000, 16000000.000000, 14000000.000000, 12000000.000000, 12000000.000000, 12000000.000000, 16000000.000000, 8000000.000000, 4000000.000000, 12000000.000000]", "[14000000.000000, 16000000.000000, 14000000.000000, 12000000.000000, 12000000.000000, 12000000.000000, 16000000.000000, 8000000.000000, 4000000.000000, 12000000.000000]", 0.000000, -nan, -nan, 0.000000, -nan, 0.000000, -nan, 0.000000, -nan, 0.000000
hdfs_rs_6_3_c, 0.123744, 0.000000, 0.000000, 0.000000, 0, 0, -nan, -nan, -nan, "[14000000.000000, 16000000.000000, 14000000.000000, 12000000.000000, 12000000.000000, 12000000.000000, 16000000.000000, 8000000.000000, 4000000.000000, 12000000.000000]", "[14000000.000000, 16000000.000000, 14000000.000000, 12000000.000000, 12000000.000000, 12000000.000000, 16000000.000000, 8000000.000000, 4000000.000000, 12000000.000000]", 0.000000, -nan, -nan, 0.000000, -nan, 0.000000, -nan, 0.000000, -nan, 0.000000
hdfs_rs_4_2_c, 0.137429, 0.000000, 0.000000, 0.000000, 0, 0, -nan, -nan, -nan, "[14000000.000000, 16000000.000000, 14000000.000000, 12000000.000000, 12000000.000000, 12000000.000000, 16000000.000000, 8000000.000000, 4000000.000000, 12000000.000000]", "[14000000.000000, 16000000.000000, 14000000.000000, 12000000.000000, 12000000.000000, 12000000.000000, 16000000.000000, 8000000.000000, 4000000.000000, 12000000.000000]", 0.000000, -nan, -nan, 0.000000, -nan, 0.000000, -nan, 0.000000, -nan, 0.000000
hdfs_rs_0_0_c, 0.123778, 0.000000, 0.000000, 0.000000, 0, 0, -nan, -nan, -nan, "[14000000.000000, 16000000.000000, 14000000.000000, 12000000.000000, 12000000.000000, 12000000.000000, 16000000.000000, 8000000.000000, 4000000.000000, 12000000.000000]", "[14000000.000000, 16000000.000000, 14000000.000000, 12000000.000000, 12000000.000000, 12000000.000000, 16000000.000000, 8000000.000000, 4000000.000000, 12000000.000000]", 0.000000, -nan, -nan, 0.000000, -nan, 0.000000, -nan, 0.000000, -nan, 0.000000
glusterfs_6_4_c, 0.134884, 0.000000, 0.000000, 0.000000, 0, 0, -nan, -nan, -nan, "[14000000.000000, 16000000.000000, 14000000.000000, 12000000.000000, 12000000.000000, 12000000.000000, 16000000.000000, 8000000.000000, 4000000.000000, 12000000.000000]", "[14000000.000000, 16000000.000000, 14000000.000000, 12000000.000000, 12000000.000000, 12000000.000000, 16000000.000000, 8000000.000000, 4000000.000000, 12000000.000000]", 0.000000, -nan, -nan, 0.000000, -nan, 0.000000, -nan, 0.000000, -nan, 0.000000
glusterfs_0_0_c, 0.135929, 0.000000, 0.000000, 0.000000, 0, 0, -nan, -nan, -nan, "[14000000.000000, 16000000.000000, 14000000.000000, 12000000.000000, 12000000.000000, 12000000.000000, 16000000.000000, 8000000.000000, 4000000.000000, 12000000.000000]", "[14000000.000000, 16000000.000000, 14000000.000000, 12000000.000000, 12000000.000000, 12000000.000000, 16000000.000000, 8000000.000000, 4000000.000000, 12000000.000000]", 0.000000, -nan, -nan, 0.000000, -nan, 0.000000, -nan, 0.000000, -nan, 0.000000
